cod 	 tweetsemente 	 tweet 	 hashtag 	 seq-cx-alta 	 spcner_nome 	 spcner_local
310 	 Rui Costa ampliou hoje o toque de recolher. Passou das 22h às 5h para das 20h às 5h.  Vai matar mais gente:  - por agrupar mais pessoas em menos tempo de abertura dos estabelecimentos.  - de fome, pelo desemprego que causará no Estado.  Que pague depois pelos seus erros. 	 @CarlaZambelli38 Desculpe senhora deputada, cansei de vcs ! Ninguém faz nada, ninguém! Vcs brincam com o povo! Se hoje um governador maluco fizer um forno, como foi feito na Alemanha e começar a matar as pessoas,tudo bem , os caras que jamais devem ser citados, deram o direito ! 	 0 	 0 	 0 	 1
311 	 Acabei de falar com o deputado @danielPMERJ e fiquei sabendo q sua prisão foi ordenada pelo vagabundo do @alexandre de Moraes por ele ter feito uma live criticando o Ministro Fachin. Não iremos recuar! Espero q o Presidente @ArthurLira_ haja com postura contra esses ditadores! 	 @carlosjordy @danielPMERJ @alexandre @ArthurLira_ Congressistas têm imunidade PARLAMENTAR!  Suas falas e opiniões são invioláveis!  O #STFVergonhaMundial precisa ser parado!  Parlamentares, reajam!  Isso é um ataque à nossa democracia!  Só não queiram culpar o presidente por isso!  @PauloMartins10 @lpbragancabr @OtoniDepFederal 	 1 	 1 	 1 	 1
312 	 Acabei de falar com o deputado @danielPMERJ e fiquei sabendo q sua prisão foi ordenada pelo vagabundo do @alexandre de Moraes por ele ter feito uma live criticando o Ministro Fachin. Não iremos recuar! Espero q o Presidente @ArthurLira_ haja com postura contra esses ditadores! 	 @carlosjordy @danielPMERJ @alexandre @ArthurLira_ Está na hora de exigir o respeito com seriedade, impeachment se faz mais que necessário, ele está tentando rebaixar a Câmara dos Deputados a seu serviço, uma ação judicial enérgica imediata. Ação do Arthur Lira agora, se deixar passar perderá a força 💪👊🇧🇷🇧🇷🇧🇷🇧🇷 	 0 	 1 	 0 	 1
313 	 Acabei de falar com o deputado @danielPMERJ e fiquei sabendo q sua prisão foi ordenada pelo vagabundo do @alexandre de Moraes por ele ter feito uma live criticando o Ministro Fachin. Não iremos recuar! Espero q o Presidente @ArthurLira_ haja com postura contra esses ditadores! 	 @carlosjordy @danielPMERJ @alexandre @ArthurLira_ Que tenham o mínimo de vergonha na cara e não se submetam todos aqueles que representam pelo voto aos desmandos do lixo @STF_oficial . Que tenham o mínimo de amor ao país e a constituição e não aceitem esse caos gerado por esses velhacos denunciados e gananciosos. 	 0 	 0 	 0 	 0
314 	 Acabei de falar com o deputado @danielPMERJ e fiquei sabendo q sua prisão foi ordenada pelo vagabundo do @alexandre de Moraes por ele ter feito uma live criticando o Ministro Fachin. Não iremos recuar! Espero q o Presidente @ArthurLira_ haja com postura contra esses ditadores! 	 @carlosjordy @danielPMERJ @alexandre @ArthurLira_ O que temos que entender é que temos bandidos de toga no STF. @alexandre é um bandido de toga a serviço do crime. Ele tá pouco se importando com a forma arbitrária que conduz suas pautas criminosas. Se o povo não pressionar o senado vamos ver episódios ainda piores. 	 0 	 0 	 0 	 1
315 	 Acabei de falar com o deputado @danielPMERJ e fiquei sabendo q sua prisão foi ordenada pelo vagabundo do @alexandre de Moraes por ele ter feito uma live criticando o Ministro Fachin. Não iremos recuar! Espero q o Presidente @ArthurLira_ haja com postura contra esses ditadores! 	 @carlosjordy @danielPMERJ @alexandre @ArthurLira_ STF é o alvo final da Lava Jato. Lembro da advogada Beatriz Catta Preta dizendo isso no início da operação. Na tentativa de intimidar o Congresso Nacional, estão agindo dessa forma. É hora de agir contra esses 11 ditadores!! #STFVergonhaMundial 	 1 	 0 	 1 	 1
316 	 Estamos com muito material mostrando crimes de deputados contra o Presidente e STF. Tem Joice chamando o Presidente de vagabundo e pedindo art. 142 e fechamento do STF, Freixo chamando Presidente de assassino, Samia chamando-o de genocida, etc. Vai tudo pro Conselho de Ética! 	 @carlosjordy Por favor leia que eu estou escrevendo. Alexandre Frota gravou um vídeo com os mesmos tons de ameaça e nada foi feito. Peço que encaminhe um pedido ao STF de prisão contra o deputado baseado no mesmo fato que foi imputado ao Daniel Silveira 	 0 	 0 	 1 	 1
317 	 Estamos com muito material mostrando crimes de deputados contra o Presidente e STF. Tem Joice chamando o Presidente de vagabundo e pedindo art. 142 e fechamento do STF, Freixo chamando Presidente de assassino, Samia chamando-o de genocida, etc. Vai tudo pro Conselho de Ética! 	 @carlosjordy Alguns de nossos CONTRATADOS TEMPORÁRIOS(4/8 anos) POR VOTO, não compreendem perfeitamente o VERDADEIRO MOTIVO DA CONTRATAÇÃO!😡 Não percebem,que o PODER ORIGINÁRIO deriva autoridade para desempenho de função!  QUEM VAI PODER CONTRARIAR O EMPREGADOR? Seriam funcionários do STF?😡 	 0 	 1 	 0 	 1
318 	 Estamos com muito material mostrando crimes de deputados contra o Presidente e STF. Tem Joice chamando o Presidente de vagabundo e pedindo art. 142 e fechamento do STF, Freixo chamando Presidente de assassino, Samia chamando-o de genocida, etc. Vai tudo pro Conselho de Ética! 	 @carlosjordy Cuidado para nao dar 1 tiro no pé...  atingindo so os deputados  da direita. Dessa forma só enfraquece a Direita. É tudo o que  os caras da esquerda querem. Antes de qualquer atitude, conversa com cada um: Frota, Joyce etc e vê se eles nao querem mudar o voto e soltar Daniel S. 	 0 	 0 	 1 	 1
319 	 Estamos com muito material mostrando crimes de deputados contra o Presidente e STF. Tem Joice chamando o Presidente de vagabundo e pedindo art. 142 e fechamento do STF, Freixo chamando Presidente de assassino, Samia chamando-o de genocida, etc. Vai tudo pro Conselho de Ética! 	 @carlosjordy Ao Sr. Apresentar esse material ao conselho de ética, vamos ver se esse conselho de ética e justo, ou hipócrita ou incoerente. Se esse conselho disser que esses deputados e senadores que cometeram crime de ofensa, no cometeram crime porque tem imunidade parlamentar. Aí tem!!! 	 0 	 0 	 1 	 0
320 	 Estamos com muito material mostrando crimes de deputados contra o Presidente e STF. Tem Joice chamando o Presidente de vagabundo e pedindo art. 142 e fechamento do STF, Freixo chamando Presidente de assassino, Samia chamando-o de genocida, etc. Vai tudo pro Conselho de Ética! 	 @carlosjordy PAGAMOS PARA QUE ESCREVAM LEIS! LEIS,SÃO ACORDOS PARA GERÊNCIA EFICAZ DO ESTADO! NÃO CONTRATAMOS TUTORES FEROZES!😡 NÃO REMUNERAMOS PARA SERMOS SUBJUGADOS!😡  COMO PARAR O POVO REVOLTADO CO SEUS FUNCIONÁRIOS?  COMO OBRIGAR O POVO À OBEDECER ABUSADORES QUADRILHEIROS?😡  PÁTRIA💛🇧🇷 	 0 	 1 	 1 	 1
321 	 Que nome a gente dá pra um governo que deixa a covid-19 se espalhar e o povo morrer e ainda quer empurrar testes que estão para vencer para o Haiti? 	 @gleisi Parece que vcs esquerdopatas imundos torcem pra Covid devastar o país pra usarem isso de argumento político pra voltarem ao poder! Bolsonaro não deve ser reeleito mas peço a Deus que dê sabedoria ao povo brasileiro pra nunca mais votar nos bandidos do PT! 	 0 	 0 	 1 	 1
322 	 Que nome a gente dá pra um governo que deixa a covid-19 se espalhar e o povo morrer e ainda quer empurrar testes que estão para vencer para o Haiti? 	 @gleisi Calma, vamos ver se há coerência. Nesse post então, vc está apoiando o lockdown total, correto? Pq essa é a única de forma de conter a doença segundo vocês. Em outros posts, vc cobra solução para a crise econômica que vivemos. Onde há coerência nas coisas que vc fala? 	 0 	 0 	 1 	 0
323 	 Que nome a gente dá pra um governo que deixa a covid-19 se espalhar e o povo morrer e ainda quer empurrar testes que estão para vencer para o Haiti? 	 @gleisi Poucos gestores se interessaram pela uso. Como não pediram o Gov não envia, sob pena de iniciar uma chuva de irregularidades nas prefeituras por incapacidade de usar o produto. Doar o material tem maior respaldo que criar irregularidades nas Prefeituras e no estoque nacional. https://t.co/rq94JRLoXs 	 0 	 0 	 1 	 1
324 	 Que nome a gente dá pra um governo que deixa a covid-19 se espalhar e o povo morrer e ainda quer empurrar testes que estão para vencer para o Haiti? 	 @gleisi Portugal que é país de primeiro mundo na primeira fase da covid agiram com excelência e na segunda onda perderam o controle e eu não vejo você criticar o governo de Portugal,mais do que nunca vocês só querem derrubar o governo e não estão preocupado com o povo,e só ideológica. 	 0 	 0 	 0 	 1
325 	 Que nome a gente dá pra um governo que deixa a covid-19 se espalhar e o povo morrer e ainda quer empurrar testes que estão para vencer para o Haiti? 	 @gleisi No caso @gleisi, vc está se referindo ao governo Chinês, certo? Eu diria q eles foram absolutamente irresponsáveis no trato desse vírus quando não permitiram a divulgação da doença em tempo oportuno, permitindo a sua disseminação pelo mundo. 	 0 	 0 	 1 	 0
326 	 O Supremo Tribunal Federal reagiu à agressão ao Estado Democrático de Direito e apologia ao AI-5. Este é o significado da prisão em flagrante do deputado apoiador da ditadura Daniel Silveira. Alexandre de Moraes agiu em defesa da Democracia. 	 @jandira_feghali Lembrar os legalistas de ocasião que foro privilegiado não se aplica em caso de flagrante delito. Daniel Silveira foi preso em flagrante. Agora é responder na justiça com todos os direitos garantidos. https://t.co/SYhdLNJfhi 	 0 	 0 	 1 	 0
327 	 O Supremo Tribunal Federal reagiu à agressão ao Estado Democrático de Direito e apologia ao AI-5. Este é o significado da prisão em flagrante do deputado apoiador da ditadura Daniel Silveira. Alexandre de Moraes agiu em defesa da Democracia. 	 @jandira_feghali Não gosto desse cara, acho um escroto.  Contudo, essa prisão eh um disparate, quando o STF agir assim com quem está do teu lado quero ver essa comemoração, em tempo, Flor de Lis sabidamente mandante de um assassinato disfruta de imunidade parlamentar. 	 0 	 0 	 1 	 1
328 	 O Supremo Tribunal Federal reagiu à agressão ao Estado Democrático de Direito e apologia ao AI-5. Este é o significado da prisão em flagrante do deputado apoiador da ditadura Daniel Silveira. Alexandre de Moraes agiu em defesa da Democracia. 	 @jandira_feghali Incrível. Como sempre funcionam essas cortinas de fumaça que essa merda de governo distribui sempre que tem algo de maior importância acontecendo. Prestem atenção... O problema são as vacinas que acabaram. 	 0 	 0 	 1 	 0
329 	 O Supremo Tribunal Federal reagiu à agressão ao Estado Democrático de Direito e apologia ao AI-5. Este é o significado da prisão em flagrante do deputado apoiador da ditadura Daniel Silveira. Alexandre de Moraes agiu em defesa da Democracia. 	 @jandira_feghali Os Ministros não podem recuar mais acredito que o núcleo duro Bolsonarista premeditaram e irão mostrar os dentes até chegar numa crise das instituições pra tentar novamente um alto golpe, temos que entrincheirar e nos mantermos atentos. 	 0 	 0 	 1 	 0
330 	 O Supremo Tribunal Federal reagiu à agressão ao Estado Democrático de Direito e apologia ao AI-5. Este é o significado da prisão em flagrante do deputado apoiador da ditadura Daniel Silveira. Alexandre de Moraes agiu em defesa da Democracia. 	 @jandira_feghali O STF reagiu a ameaças contra o STF.. Se fosse pelo estado democrático teriam reagido antes.. ação me parece não ter tido muito apoios da PF, deixaram o cara tuitar, fazer propaganda. É preciso entender esses detalhes para perceber como a narrativa do golpe esta sendo cobstruida 	 0 	 0 	 0 	 1
331 	 @jairbolsonaro qual a avaliação que você fez da decisão do STJ ontem de derrubar a quebra dos sigilos fiscais do Flávio Bolsonaro? 	 @KimKataguiri @jairbolsonaro Kim, que tal uma lei em que agentes políticos, ocupantes de cargo em comissão e de funções de chefia no serviço público, em todos os níveis de hierarquia, nas esferas federal, estadual e municipal, devem abrir mão do sigilo fiscal e bancário. 	 0 	 0 	 0 	 0
332 	 @jairbolsonaro qual a avaliação que você fez da decisão do STJ ontem de derrubar a quebra dos sigilos fiscais do Flávio Bolsonaro? 	 @KimKataguiri @jairbolsonaro Kim, toda vez que você se reunir com outras pessoas para propôr um nova proposta legislativa ou para diplomacia, diga nos tweets que você fez teste antes disso para não causar alguma interpretação ambígua dos fatos. 	 0 	 0 	 0 	 0
333 	 @jairbolsonaro qual a avaliação que você fez da decisão do STJ ontem de derrubar a quebra dos sigilos fiscais do Flávio Bolsonaro? 	 @KimKataguiri @jairbolsonaro Presidente veio arregar pra uma perguntinha aqui no Acre. Brasil elegeu um deputado quadrilheiro que não consegue ter postura compatível com o cargo que ocupa. é um deputado arregão de merda mesmo.  #ForaBolsonaro 	 1 	 0 	 0 	 1
334 	 @jairbolsonaro qual a avaliação que você fez da decisão do STJ ontem de derrubar a quebra dos sigilos fiscais do Flávio Bolsonaro? 	 @KimKataguiri @jairbolsonaro Esse ser responde algo que se refere as falcatruas? Lembra muito seu parça Lula. São os seres mais honesto da face da terra, e o povão mugi com alegria.  No Brasil santo bom é o do pau oco. Quanto mais asneiras melhor,  povo sem educação dá nisso. Por isso político não quer isso. 	 0 	 0 	 1 	 1
335 	 @jairbolsonaro qual a avaliação que você fez da decisão do STJ ontem de derrubar a quebra dos sigilos fiscais do Flávio Bolsonaro? 	 @KimKataguiri @jairbolsonaro Podiam subir a hashtag #adeliosolto depois dessa sacanagem Não e possível que esse presidente canalha governe para os vagabundos dos filhos e amigos Coloca o Adélio embaixo da cama desse senhor e como diz a música " deixa acontecer naturalmente" 	 1 	 0 	 1 	 1
336 	 São quase 260 mil mortes agora, não é frescura. A gripezinha está matando quase 2 mil pessoas por dia e a única forma de salvar vidas é com vacinas que Vossa Incompetência enrola pra comprar. https://t.co/yTUo2R39kb 	 @KimKataguiri Kim essa é uma tentativa desesperada de desviar a atenção do escândalos envolvendo a compra de uma mansão pelo filho dele.  De onde saiu o dinheiro?   A renda e o patrimônio de Flávio Bolsonaro não são condizentes com os valos da compra. 	 0 	 0 	 1 	 1
337 	 São quase 260 mil mortes agora, não é frescura. A gripezinha está matando quase 2 mil pessoas por dia e a única forma de salvar vidas é com vacinas que Vossa Incompetência enrola pra comprar. https://t.co/yTUo2R39kb 	 @KimKataguiri E o Sr de puta do o que fez pelo seu pais? além de vir no twitter reclamar e querer por a culpa em uma pessoa só, tenha o minimo de coragem e pare com esse seu mimimi de politica, vc está no lugar onde pode ajudar o proximo e fica apenas pondo lenha na fogueira no twitter. 	 0 	 0 	 0 	 1
338 	 São quase 260 mil mortes agora, não é frescura. A gripezinha está matando quase 2 mil pessoas por dia e a única forma de salvar vidas é com vacinas que Vossa Incompetência enrola pra comprar. https://t.co/yTUo2R39kb 	 @KimKataguiri Não por quais meios, certamente por mecanismos internacionais, uma vez que nosso Congresso e Judiciário estão Capitulados, mas Bolsonaro e Pazzuelo devem ser julgados em Haia.   #BolsonaroGenocida  #BolsonaroEmHaia 	 1 	 0 	 0 	 1
339 	 São quase 260 mil mortes agora, não é frescura. A gripezinha está matando quase 2 mil pessoas por dia e a única forma de salvar vidas é com vacinas que Vossa Incompetência enrola pra comprar. https://t.co/yTUo2R39kb 	 @KimKataguiri Governadores e Prefeitos agiram de forma irresponsável quando Desativaram os Hospitais de Campanha, Roubaram Dinheiro da Saúde, Aumentaram impostos, Superfaturou Respiradores, Fraudaram Atestados de Óbitos, Fazem Chantagem e Complô contra o Gov. Federal com o LockDown Político. 	 0 	 0 	 1 	 1
340 	 São quase 260 mil mortes agora, não é frescura. A gripezinha está matando quase 2 mil pessoas por dia e a única forma de salvar vidas é com vacinas que Vossa Incompetência enrola pra comprar. https://t.co/yTUo2R39kb 	 @KimKataguiri É uma besta humana esse genocida FDP. Alguém sabe me dizer se o OMI já foi visitar algum hospital com paciente  de COVID-19 e esperando por vaga de leito de UTI? Criminoso com as mãos sujas de sangue e não cria vergonha na cara. 	 0 	 1 	 0 	 1
341 	 Depois de 30 dias que o Eduardo Bananinha disse que iria me processar, finalmente a ação foi distribuída. Infelizmente, foi um processo criminal, ou seja, se ele perder não vai ter que pagar meus advogados. Churrasco cancelado☹️ 	 @KimKataguiri kkkkkkkkkkkkkkkkkkk ja era de se esperar desse covarde mentiroso. Quem não deve, não teme perder na justiça. Mas se ele tem dinheiro pra fazer transação imobiliária de 200k em espécie, também tem dinheiro pra pagar advogado... 	 0 	 0 	 0 	 0
342 	 Depois de 30 dias que o Eduardo Bananinha disse que iria me processar, finalmente a ação foi distribuída. Infelizmente, foi um processo criminal, ou seja, se ele perder não vai ter que pagar meus advogados. Churrasco cancelado☹️ 	 @KimKataguiri @KimKataguiri @KimKataguiri não dá para você como parlamentar enquadrar ele em nenhum crime nesta declaração ? Eu assistindo penso: deve ter uns bons 10 crimes aí previstos na legislação, não dá para acionar ninguém ???? Será que não dá para acionar a PGR ? 	 0 	 0 	 0 	 0
343 	 Depois de 30 dias que o Eduardo Bananinha disse que iria me processar, finalmente a ação foi distribuída. Infelizmente, foi um processo criminal, ou seja, se ele perder não vai ter que pagar meus advogados. Churrasco cancelado☹️ 	 @KimKataguiri Ué, você não estava aí todo machão, achando que estava jogando videogame?  Segura a bucha aí é não usa meu dinheiro pra resolver seus BOs, porque já basta usar o tempo de parlamentar pra ficar fazendo molecagem em rede social ao invés de trabalhar pelo país 	 0 	 0 	 0 	 1
344 	 Depois de 30 dias que o Eduardo Bananinha disse que iria me processar, finalmente a ação foi distribuída. Infelizmente, foi um processo criminal, ou seja, se ele perder não vai ter que pagar meus advogados. Churrasco cancelado☹️ 	 @KimKataguiri Por isso o país está uma bosta. Olha o tipo de representantes temos nas câmaras, o país não está interessado nas suas briguinhas, espero que seus eleitores revejam isso nas urnas, vce aprendeu cedo a fzer politicagem, viver de narrativas em REDES, vce deve ser melhor q isso. OU! 	 0 	 1 	 0 	 1
345 	 Depois de 30 dias que o Eduardo Bananinha disse que iria me processar, finalmente a ação foi distribuída. Infelizmente, foi um processo criminal, ou seja, se ele perder não vai ter que pagar meus advogados. Churrasco cancelado☹️ 	 @KimKataguiri Pronto seu merdinha, conseguiu o que você queria, a sua fama, o seu sucesso e o processo criminal, seus crimes e o do teu grupelho que tu integras a imprensa não noticiou e omitiu, porque você faz militância contra o governo, fostes espertos e bem oportunista, desgastando sempre. 	 0 	 0 	 0 	 0
346 	 URGENTE! A ministra do STF Rosa Weber acaba de determinar que Bolsonaro dê em 5 dias explicações sobre os decretos que ampliam ainda mais o acesso de civis a armas e munições. Essa foi uma ação conjunta dos partidos de oposição. Seguimos na luta p/ derrubar as medidas. 	 @MarceloFreixo @BlogdoNoblat Tu vai ser preso, seu babaca! Através do mesmo processo que prenderam o Deputado Daniel, você vai ter que prestar contas da calúnia e difamação do presidente. E mais... És contra armamento? Então libera os teus seguranças armados!!!! 	 0 	 0 	 1 	 0
347 	 URGENTE! A ministra do STF Rosa Weber acaba de determinar que Bolsonaro dê em 5 dias explicações sobre os decretos que ampliam ainda mais o acesso de civis a armas e munições. Essa foi uma ação conjunta dos partidos de oposição. Seguimos na luta p/ derrubar as medidas. 	 @MarceloFreixo Você ainda está livre?  Em um país sério você e Daniel deveriam estar na mesma cela. Comete o mesmo crime que ele, segundo o STF AO denegrir instituições democráticas.  Torço por que seja preso tal qual a qualquer criminoso, visto que incita o ódio de seus apoiadores. 	 0 	 0 	 1 	 1
348 	 URGENTE! A ministra do STF Rosa Weber acaba de determinar que Bolsonaro dê em 5 dias explicações sobre os decretos que ampliam ainda mais o acesso de civis a armas e munições. Essa foi uma ação conjunta dos partidos de oposição. Seguimos na luta p/ derrubar as medidas. 	 @MarceloFreixo SÓ PODERIA VIR DESTES ESQUERDISTA TAL ATITUDE. DENEGRIR E IMPOR ORDENS AO NOSSO PRESIDENTE. QUANDO FOI QUE JAIR BOLSONARO REALMENTE CONSEGUIU ADMINISTRAR NOSSO PAÍS, SEM ESTES CRÁPULAS POR TRÁS DE TUDO !!! 	 0 	 1 	 0 	 0
349 	 URGENTE! A ministra do STF Rosa Weber acaba de determinar que Bolsonaro dê em 5 dias explicações sobre os decretos que ampliam ainda mais o acesso de civis a armas e munições. Essa foi uma ação conjunta dos partidos de oposição. Seguimos na luta p/ derrubar as medidas. 	 @MarceloFreixo Armas para o cidadão de bem, não pode, mas pra bandido e vagabundo como vc, ai pode?  Tem que ser muito canalha alimentar essa narrativa, pois duvido que vc não tenha uma arma de fogo!!! Sua hipocrisia dá nojo!!! 	 0 	 0 	 0 	 0
350 	 URGENTE! A ministra do STF Rosa Weber acaba de determinar que Bolsonaro dê em 5 dias explicações sobre os decretos que ampliam ainda mais o acesso de civis a armas e munições. Essa foi uma ação conjunta dos partidos de oposição. Seguimos na luta p/ derrubar as medidas. 	 @MarceloFreixo Freixo, me responda: por que o Estado brasileiro e o senhor confiam em pôr nas ruas com 2/5 ou 3/5 da pena cumprida que um latrocida não vá tornar a matar outro pai de família,  mas não confia que um cidadão de bem, sem nenhum registro policial, possa ter sua arma de fogo? 	 0 	 0 	 0 	 1
351 	 Pare de fazer politicagem c/ o desespero das pessoas e vá trabalhar, @jairbolsonaro, cumpra c/ sua obrigação! Quer que o país volte à normalidade? Compre vacina. Quer socorrer as famílias? Pague o auxílio de R$ 600, em vez de enrolar c/ essa proposta covarde de R$ 250. Sabotador! 	 @MarceloFreixo @jairbolsonaro "Não vou tomar essas vacinas chinesas"  "Só tomo Pfizer"  Bolsonaro caga para Pfizer, alegando cláusula de não responsabilidade.  " Vc compraria um carro sem garantia? Então."  Cláusula da Pfizer consta do contrato da Astrazeneca assinado pelo Governo.  "Mas..."  Parabéns: https://t.co/PlHRhr88KI 	 0 	 0 	 1 	 1
352 	 Pare de fazer politicagem c/ o desespero das pessoas e vá trabalhar, @jairbolsonaro, cumpra c/ sua obrigação! Quer que o país volte à normalidade? Compre vacina. Quer socorrer as famílias? Pague o auxílio de R$ 600, em vez de enrolar c/ essa proposta covarde de R$ 250. Sabotador! 	 @MarceloFreixo @jairbolsonaro Falou o inútil que faz a tragédia de palanque e o presidente de alvo. Cria vergonha na cara, até agora não disse onde foi parar os bilhões enviados ao teu estado pra combater o vírus. Você fiscalizou? não. Tava aqui fazendo politicagem vagabunda que não salva ninguém. 	 0 	 0 	 0 	 1
353 	 Pare de fazer politicagem c/ o desespero das pessoas e vá trabalhar, @jairbolsonaro, cumpra c/ sua obrigação! Quer que o país volte à normalidade? Compre vacina. Quer socorrer as famílias? Pague o auxílio de R$ 600, em vez de enrolar c/ essa proposta covarde de R$ 250. Sabotador! 	 @MarceloFreixo @jairbolsonaro Esses vagabundos podem pagar muito mais que isso... é só pegar o dinheiro roubado que o @BancoCentralBR esta remunerando a sobra de caixa dos bancos ... que vai dar pra fazer muita coisa...  @mlfattorelli @INTERPOL_HQ @STF_oficial @AlencarBraga13 @UOL  https://t.co/EDx9rw3IfI 	 0 	 1 	 0 	 1
354 	 Pare de fazer politicagem c/ o desespero das pessoas e vá trabalhar, @jairbolsonaro, cumpra c/ sua obrigação! Quer que o país volte à normalidade? Compre vacina. Quer socorrer as famílias? Pague o auxílio de R$ 600, em vez de enrolar c/ essa proposta covarde de R$ 250. Sabotador! 	 @MarceloFreixo @jairbolsonaro Vai trabalhar vagabundo hipócrita  oportunista !   Com os lockdowns impostos por Governadores e Prefeitos os que trabalhavam não tem mais emprego e dinheiro para pagar impostos e ajudar com os auxílios as famílias 	 0 	 0 	 1 	 1
355 	 Pare de fazer politicagem c/ o desespero das pessoas e vá trabalhar, @jairbolsonaro, cumpra c/ sua obrigação! Quer que o país volte à normalidade? Compre vacina. Quer socorrer as famílias? Pague o auxílio de R$ 600, em vez de enrolar c/ essa proposta covarde de R$ 250. Sabotador! 	 @MarceloFreixo @jairbolsonaro Se não fizerem um impeachment nosso país será ilhado pelo mundo! A variante brasileira está sendo considerada a pior pelo Reino Unido!qnt mais o vírus circula no Brasil mais variantes vão aparecer!O país vai se acabar de verdade!! 	 0 	 0 	 1 	 1
356 	 Sou contra a PEC DA IMPUNIDADE porque vai impedir praticamente por completo a prisão de congressistas corruptos e criminosos. A PEC irá prejudicar o combate à corrupção e enfraquecer a Lei da Ficha Limpa. Vamos trabalhar aqui no plenário para evitar que ela venha a ser apreciada! https://t.co/EY6UOdqJbI 	 @marcelvanhattem Presidente da Câmara, @ArthurLira_ , atropelando a pauta para votar a PEC que amplia a imunidade parlamentar e fortalece o foro privilegiado? Impunidade ampla, geral e irrestrita? É o escolhido de @jairbolsonaro mostrando a que veio? 	 0 	 0 	 0 	 0
357 	 Sou contra a PEC DA IMPUNIDADE porque vai impedir praticamente por completo a prisão de congressistas corruptos e criminosos. A PEC irá prejudicar o combate à corrupção e enfraquecer a Lei da Ficha Limpa. Vamos trabalhar aqui no plenário para evitar que ela venha a ser apreciada! https://t.co/EY6UOdqJbI 	 @marcelvanhattem Bolsonaristas começaram a usar Daniel Silveira como desculpa para apoiar a PEC da Impunidade de Arthur Lira e Centrão, são os mesmos que dizem apoiar a prisão em segunda instância, não enganam nem os mais idiotas, só os canalhas, enquanto os passa pano ajudam com o silêncio. 	 0 	 0 	 1 	 1
358 	 Sou contra a PEC DA IMPUNIDADE porque vai impedir praticamente por completo a prisão de congressistas corruptos e criminosos. A PEC irá prejudicar o combate à corrupção e enfraquecer a Lei da Ficha Limpa. Vamos trabalhar aqui no plenário para evitar que ela venha a ser apreciada! https://t.co/EY6UOdqJbI 	 @marcelvanhattem Não adianta ter milhões de leis, se a maioria absoluta tem o rabo preso no STF e justiça.  Na hora do vamos ver como é que fica, como foi o caso do Daniel, Eustáquio e outros acontecer o que aconteceu.  Ainda mais com o Alcolumbre na CCJ blindando STF!  Enxugando Gelo! 🤮🤔🤮 https://t.co/z3LduIu2Ty 	 0 	 0 	 1 	 1
359 	 Sou contra a PEC DA IMPUNIDADE porque vai impedir praticamente por completo a prisão de congressistas corruptos e criminosos. A PEC irá prejudicar o combate à corrupção e enfraquecer a Lei da Ficha Limpa. Vamos trabalhar aqui no plenário para evitar que ela venha a ser apreciada! https://t.co/EY6UOdqJbI 	 @marcelvanhattem @CezarAl33536182 Caso Daniel Silveira sendo manipulado para safar parlamentares corruptos da cadeia.  A CF já protege a liberdade de opinião, a imunidade parlamentar.  Mantiveram a prisão ilegal e usam agora da repercussão para se blindarem por crimes de corrupção. 	 0 	 0 	 1 	 0
360 	 Sou contra a PEC DA IMPUNIDADE porque vai impedir praticamente por completo a prisão de congressistas corruptos e criminosos. A PEC irá prejudicar o combate à corrupção e enfraquecer a Lei da Ficha Limpa. Vamos trabalhar aqui no plenário para evitar que ela venha a ser apreciada! https://t.co/EY6UOdqJbI 	 @marcelvanhattem Ué, é contra a PEC da Impunidade por causa da corrupção, mas é a favor da Reforma Administrativa pra tirar a estabilidade do servidor e deixá-lo à mercê dos mesmos corruptos... Sem falar no INFAME VÍNCULO DE EXPERIÊNCIA, deixando o servidor à mercê de assédios MORAL E SEXUAL! 	 0 	 1 	 0 	 1
361 	 Apresentei emenda à PEC 3/21 (PEC DA IMPUNIDADE) incluindo os crimes contra a Administração Pública como corrupção passiva e peculato como passíveis de prisão em flagrante de parlamentares. Precisamos de 171 assinaturas de deputados para que a emenda seja apreciada pelo Plenário. https://t.co/JDFbD6dXq0 	 @marcelvanhattem É lamentável q bancada federal d Novo, @novonacamara não se descole d canalha Bolsonaro,  vocês prestam excelente serviço a sociedade mas este trabalho se perde qdo vocês não se posicionam oficialmente como oposição,  a bancada deveria ser protagonista num pedido de impeachment. 	 0 	 0 	 0 	 1
362 	 Apresentei emenda à PEC 3/21 (PEC DA IMPUNIDADE) incluindo os crimes contra a Administração Pública como corrupção passiva e peculato como passíveis de prisão em flagrante de parlamentares. Precisamos de 171 assinaturas de deputados para que a emenda seja apreciada pelo Plenário. https://t.co/JDFbD6dXq0 	 @marcelvanhattem Do jeito que esses deputados são, depois que vimos semana passada, acho difícil conseguir as assinaturas necessárias. São um bando de covarde, só pensam neles, no próprio ego. Nem a voz do povo eles escutam. 2022 é logo ali.  #TodoPoderEmanaDoPovo #Democracia 	 1 	 0 	 0 	 0
